instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,season_name,weather_condition,casual_pct,registered_pct
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,2012,3,14,Wednesday,Spring,Clear/Partly Cloudy,15.79531051964512,84.20468948035487
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,2012,3,15,Thursday,Spring,Clear/Partly Cloudy,16.23062015503876,83.76937984496125
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,2012,3,16,Friday,Spring,Mist/Cloudy,12.517131110095933,87.48286888990407
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,2012,3,17,Saturday,Spring,Mist/Cloudy,40.26288922919857,59.73711077080143
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,2012,3,18,Sunday,Spring,Mist/Cloudy,37.457569585879156,62.542430414120844
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,2012,3,19,Monday,Spring,Clear/Partly Cloudy,15.959694457987975,84.04030554201202
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,2012,3,20,Tuesday,Spring,Clear/Partly Cloudy,17.249302478253732,82.75069752174626
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,2012,3,21,Wednesday,Summer,Mist/Cloudy,18.00963081861958,81.99036918138042
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,2012,3,22,Thursday,Summer,Clear/Partly Cloudy,19.41493232426139,80.58506767573861
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,2012,3,23,Friday,Summer,Mist/Cloudy,29.526429083951207,70.47357091604879
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,2012,3,24,Saturday,Summer,Mist/Cloudy,30.634638196915777,69.36536180308423
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,2012,3,25,Sunday,Summer,Mist/Cloudy,30.66453162530024,69.33546837469976
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,2012,3,26,Monday,Summer,Clear/Partly Cloudy,14.303706369197553,85.69629363080244
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,2012,3,27,Tuesday,Summer,Clear/Partly Cloudy,10.407683261466092,89.59231673853391
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,2012,3,28,Wednesday,Summer,Clear/Partly Cloudy,11.828711828711828,88.17128817128818
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,2012,3,29,Thursday,Summer,Clear/Partly Cloudy,13.598565139409752,86.40143486059026
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,2012,3,30,Friday,Summer,Mist/Cloudy,14.581425169444953,85.41857483055504
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,2012,3,31,Saturday,Summer,Mist/Cloudy,36.904570970328784,63.095429029671216
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,2012,4,1,Sunday,Summer,Mist/Cloudy,38.85118357887767,61.14881642112233
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,2012,4,2,Monday,Summer,Clear/Partly Cloudy,20.350404312668463,79.64959568733153
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,2012,4,3,Tuesday,Summer,Clear/Partly Cloudy,19.905493207324277,80.09450679267573
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,2012,4,4,Wednesday,Summer,Clear/Partly Cloudy,16.438781852082037,83.56121814791796
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,2012,4,5,Thursday,Summer,Clear/Partly Cloudy,18.46058541118166,81.53941458881833
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,2012,4,6,Friday,Summer,Clear/Partly Cloudy,27.972136222910216,72.02786377708978
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,2012,4,7,Saturday,Summer,Clear/Partly Cloudy,47.425988041417526,52.57401195858247
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,2012,4,8,Sunday,Summer,Clear/Partly Cloudy,43.14180692590443,56.85819307409557
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,2012,4,9,Monday,Summer,Clear/Partly Cloudy,16.2041181736795,83.79588182632051
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,2012,4,10,Tuesday,Summer,Clear/Partly Cloudy,13.839134842852316,86.16086515714768
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,2012,4,11,Wednesday,Summer,Clear/Partly Cloudy,9.913615795968738,90.08638420403126
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,2012,4,12,Thursday,Summer,Clear/Partly Cloudy,12.2573488630061,87.7426511369939
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,2012,4,13,Friday,Summer,Clear/Partly Cloudy,19.568615192247577,80.43138480775242
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,2012,4,14,Saturday,Summer,Clear/Partly Cloudy,37.466487935656836,62.533512064343164
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,2012,4,15,Sunday,Summer,Clear/Partly Cloudy,39.904655075715084,60.09534492428491
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,2012,4,16,Monday,Summer,Clear/Partly Cloudy,18.80690737833595,81.19309262166405
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,2012,4,17,Tuesday,Summer,Clear/Partly Cloudy,14.781049170527574,85.21895082947243
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,2012,4,18,Wednesday,Summer,Mist/Cloudy,7.945958323792077,92.05404167620792
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,2012,4,19,Thursday,Summer,Clear/Partly Cloudy,12.886519421172887,87.11348057882712
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,2012,4,20,Friday,Summer,Clear/Partly Cloudy,18.381344307270233,81.61865569272977
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,2012,4,21,Saturday,Summer,Clear/Partly Cloudy,38.36050724637681,61.639492753623195
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,2012,4,22,Sunday,Summer,Light Precipitation,11.684518013631937,88.31548198636806
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,2012,4,23,Monday,Summer,Mist/Cloudy,6.067205973864343,93.93279402613565
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,2012,4,24,Tuesday,Summer,Clear/Partly Cloudy,9.195810402982426,90.80418959701757
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,2012,4,25,Wednesday,Summer,Clear/Partly Cloudy,10.571336346029698,89.4286636539703
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,2012,4,26,Thursday,Summer,Mist/Cloudy,9.450855551134103,90.54914444886589
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,2012,4,27,Friday,Summer,Clear/Partly Cloudy,16.26824963901813,83.73175036098188
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,2012,4,28,Saturday,Summer,Mist/Cloudy,26.540284360189574,73.45971563981043
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,2012,4,29,Sunday,Summer,Clear/Partly Cloudy,35.358502538071065,64.64149746192894
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,2012,4,30,Monday,Summer,Mist/Cloudy,11.934673366834172,88.06532663316582
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,2012,5,1,Tuesday,Summer,Mist/Cloudy,11.376306620209059,88.62369337979094
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,2012,5,2,Wednesday,Summer,Clear/Partly Cloudy,10.812125141838223,89.18787485816178
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,2012,5,3,Thursday,Summer,Mist/Cloudy,11.898458184083475,88.10154181591653
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,2012,5,4,Friday,Summer,Clear/Partly Cloudy,16.979034307496825,83.02096569250318
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,2012,5,5,Saturday,Summer,Mist/Cloudy,36.26325730059567,63.736742699404324
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,2012,5,6,Sunday,Summer,Mist/Cloudy,33.57446139330084,66.42553860669916
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,2012,5,7,Monday,Summer,Mist/Cloudy,16.06886657101865,83.93113342898135
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,2012,5,8,Tuesday,Summer,Mist/Cloudy,12.884078212290504,87.1159217877095
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,2012,5,9,Wednesday,Summer,Mist/Cloudy,13.143947424210303,86.8560525757897
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,2012,5,10,Thursday,Summer,Clear/Partly Cloudy,15.611685940353013,84.38831405964699
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,2012,5,11,Friday,Summer,Clear/Partly Cloudy,18.7624466571835,81.23755334281651
498,2012-05-12,2,1,5,0,6,0,1,0.564167,0.544817,0.480417,0.123133,2622,4807,7429,2012,5,12,Saturday,Summer,Clear/Partly Cloudy,35.294117647058826,64.70588235294117
499,2012-05-13,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172,3946,6118,2012,5,13,Sunday,Summer,Clear/Partly Cloudy,35.50179797319385,64.49820202680615
500,2012-05-14,2,1,5,0,1,1,2,0.573333,0.5499,0.789583,0.212692,342,2501,2843,2012,5,14,Monday,Summer,Mist/Cloudy,12.029546253957088,87.9704537460429
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,2012,5,15,Tuesday,Summer,Mist/Cloudy,12.218963831867057,87.78103616813294
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,2012,5,16,Wednesday,Summer,Clear/Partly Cloudy,13.348599137931034,86.65140086206897
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,2012,5,17,Thursday,Summer,Clear/Partly Cloudy,16.82015167930661,83.1798483206934
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,2012,5,18,Friday,Summer,Clear/Partly Cloudy,19.9109831129729,80.0890168870271
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410,4884,8294,2012,5,19,Saturday,Summer,Clear/Partly Cloudy,41.11405835543766,58.88594164456234
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704,4425,7129,2012,5,20,Sunday,Summer,Clear/Partly Cloudy,37.929583391780056,62.070416608219944
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,2012,5,21,Monday,Summer,Mist/Cloudy,14.45285615966965,85.54714384033035
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,2012,5,22,Tuesday,Summer,Mist/Cloudy,13.485921290959988,86.51407870904
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,2012,5,23,Wednesday,Summer,Mist/Cloudy,14.562737642585551,85.43726235741444
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,2012,5,24,Thursday,Summer,Clear/Partly Cloudy,15.642540620384047,84.35745937961595
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,2012,5,25,Friday,Summer,Clear/Partly Cloudy,21.042471042471043,78.95752895752895
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855,3681,6536,2012,5,26,Saturday,Summer,Clear/Partly Cloudy,43.68115055079559,56.318849449204414
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283,3308,6591,2012,5,27,Sunday,Summer,Clear/Partly Cloudy,49.810347443483536,50.189652556516464
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2557,3486,6043,2012,5,28,Monday,Summer,Clear/Partly Cloudy,42.31342048651332,57.68657951348668
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,2012,5,29,Tuesday,Summer,Clear/Partly Cloudy,15.32300191537524,84.67699808462477
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,2012,5,30,Wednesday,Summer,Mist/Cloudy,10.86797957695113,89.13202042304887
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,2012,5,31,Thursday,Summer,Clear/Partly Cloudy,14.990460615971655,85.00953938402834
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,2012,6,1,Friday,Summer,Mist/Cloudy,12.914950327114127,87.08504967288587
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2795,5325,8120,2012,6,2,Saturday,Summer,Clear/Partly Cloudy,34.42118226600985,65.57881773399015
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2494,5147,7641,2012,6,3,Sunday,Summer,Clear/Partly Cloudy,32.639706844653844,67.36029315534616
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,2012,6,4,Monday,Summer,Clear/Partly Cloudy,15.304372677907974,84.69562732209202
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,2012,6,5,Tuesday,Summer,Mist/Cloudy,13.82659620054278,86.17340379945722
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,2012,6,6,Wednesday,Summer,Clear/Partly Cloudy,14.557051736357193,85.4429482636428
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,2012,6,7,Thursday,Summer,Clear/Partly Cloudy,13.851080864691752,86.14891913530825
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,2012,6,8,Friday,Summer,Clear/Partly Cloudy,19.23474663908997,80.76525336091002
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2708,4790,7498,2012,6,9,Saturday,Summer,Clear/Partly Cloudy,36.11629767938117,63.88370232061883
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,2012,6,10,Sunday,Summer,Clear/Partly Cloudy,33.70718399515005,66.29281600484995
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,2012,6,11,Monday,Summer,Mist/Cloudy,15.26110444177671,84.73889555822329
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,2012,6,12,Tuesday,Summer,Mist/Cloudy,9.593724859211585,90.40627514078842
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,2012,6,13,Wednesday,Summer,Clear/Partly Cloudy,15.806495081525402,84.1935049184746
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,2012,6,14,Thursday,Summer,Clear/Partly Cloudy,16.026076327583866,83.97392367241613
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,2012,6,15,Friday,Summer,Clear/Partly Cloudy,20.391389432485322,79.60861056751469
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,2012,6,16,Saturday,Summer,Clear/Partly Cloudy,38.47052713580888,61.52947286419111
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,2012,6,17,Sunday,Summer,Clear/Partly Cloudy,37.747205503009454,62.25279449699054
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,2012,6,18,Monday,Summer,Mist/Cloudy,12.806432633849774,87.19356736615023
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,2012,6,19,Tuesday,Summer,Clear/Partly Cloudy,14.183150183150184,85.81684981684981
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,2012,6,20,Wednesday,Summer,Clear/Partly Cloudy,14.039607148607312,85.96039285139268
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,2012,6,21,Thursday,Fall,Clear/Partly Cloudy,13.175275190516512,86.82472480948348
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,2012,6,22,Friday,Fall,Clear/Partly Cloudy,16.55504035720419,83.44495964279581
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,2012,6,23,Saturday,Fall,Clear/Partly Cloudy,35.62617323679271,64.3738267632073
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,2012,6,24,Sunday,Fall,Clear/Partly Cloudy,37.019300536932235,62.980699463067765
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,2012,6,25,Monday,Fall,Clear/Partly Cloudy,16.801888184097947,83.19811181590205
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,2012,6,26,Tuesday,Fall,Clear/Partly Cloudy,14.47191615157216,85.52808384842784
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,2012,6,27,Wednesday,Fall,Clear/Partly Cloudy,14.683026584867076,85.31697341513292
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,2012,6,28,Thursday,Fall,Clear/Partly Cloudy,13.388573920627996,86.611426079372
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,2012,6,29,Friday,Fall,Clear/Partly Cloudy,15.174812374153396,84.82518762584661
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,2012,6,30,Saturday,Fall,Clear/Partly Cloudy,25.58466678389309,74.41533321610692
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,2012,7,1,Sunday,Fall,Clear/Partly Cloudy,25.69155668052793,74.30844331947206
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,2012,7,2,Monday,Fall,Clear/Partly Cloudy,14.517424120764414,85.48257587923558
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,2012,7,3,Tuesday,Fall,Clear/Partly Cloudy,15.795795795795794,84.2042042042042
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,2012,7,4,Wednesday,Fall,Clear/Partly Cloudy,34.60759151695258,65.39240848304742
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,2012,7,5,Thursday,Fall,Clear/Partly Cloudy,22.51241788174972,77.48758211825027
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,2012,7,6,Friday,Fall,Clear/Partly Cloudy,22.00741098759465,77.99258901240535
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,2012,7,7,Saturday,Fall,Clear/Partly Cloudy,29.91735537190083,70.08264462809917
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,2012,7,8,Sunday,Fall,Clear/Partly Cloudy,25.74914383561644,74.25085616438356
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,2012,7,9,Monday,Fall,Mist/Cloudy,15.19257116760542,84.80742883239458
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,2012,7,10,Tuesday,Fall,Mist/Cloudy,15.166931637519873,84.83306836248012
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,2012,7,11,Wednesday,Fall,Clear/Partly Cloudy,13.422356828193832,86.57764317180616
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,2012,7,12,Thursday,Fall,Clear/Partly Cloudy,13.859790491539082,86.14020950846091
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,2012,7,13,Friday,Fall,Mist/Cloudy,20.149353247099615,79.85064675290039
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,2012,7,14,Saturday,Fall,Mist/Cloudy,33.792509685751185,66.20749031424882
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,2012,7,15,Sunday,Fall,Clear/Partly Cloudy,31.835516498093185,68.16448350190682
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,2012,7,16,Monday,Fall,Clear/Partly Cloudy,15.929721815519764,84.07027818448023
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,2012,7,17,Tuesday,Fall,Clear/Partly Cloudy,13.572060123784263,86.42793987621575
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,2012,7,18,Wednesday,Fall,Clear/Partly Cloudy,13.985646770523369,86.01435322947664
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,2012,7,19,Thursday,Fall,Clear/Partly Cloudy,13.47291761492945,86.52708238507056
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,2012,7,20,Friday,Fall,Mist/Cloudy,12.72572402044293,87.27427597955707
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,2012,7,21,Saturday,Fall,Light Precipitation,28.34716304104059,71.65283695895941
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2544,4866,7410,2012,7,22,Sunday,Fall,Mist/Cloudy,34.33198380566802,65.66801619433198
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,2012,7,23,Monday,Fall,Clear/Partly Cloudy,16.29342520815389,83.70657479184611
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,2012,7,24,Tuesday,Fall,Clear/Partly Cloudy,15.015806111696522,84.98419388830347
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,2012,7,25,Wednesday,Fall,Clear/Partly Cloudy,16.92157102655084,83.07842897344916
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,2012,7,26,Thursday,Fall,Clear/Partly Cloudy,15.099839673516978,84.90016032648302
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,2012,7,27,Friday,Fall,Clear/Partly Cloudy,18.235805330243338,81.76419466975666
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,2012,7,28,Saturday,Fall,Clear/Partly Cloudy,33.41810022438295,66.58189977561705
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,2012,7,29,Sunday,Fall,Clear/Partly Cloudy,32.63604668788843,67.36395331211156
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,2012,7,30,Monday,Fall,Clear/Partly Cloudy,14.637579169598874,85.36242083040113
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,2012,7,31,Tuesday,Fall,Clear/Partly Cloudy,13.414634146341465,86.58536585365853
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,2012,8,1,Wednesday,Fall,Clear/Partly Cloudy,14.168865435356201,85.83113456464379
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,2012,8,2,Thursday,Fall,Clear/Partly Cloudy,13.538080154248727,86.46191984575128
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,2012,8,3,Friday,Fall,Mist/Cloudy,18.50871080139373,81.49128919860628
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,2012,8,4,Saturday,Fall,Clear/Partly Cloudy,34.36400937866354,65.63599062133646
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,2012,8,5,Sunday,Fall,Clear/Partly Cloudy,31.240849194729137,68.75915080527086
